Command_Name,PostableCommandName,Description,CanHaveBinding,NeedBinding,CanWorkWithSelection,Code
Cut to Clipboard,CutToClipboard,Cuts selected elements to the clipboard,TRUE,TRUE,TRUE,ID_EDIT_CUT
Data,Data,Opens the data panel for element information,TRUE,FALSE,FALSE,
Deactivate View,DeactivateView,Deactivates an activated view on a sheet,TRUE,FALSE,FALSE,
Decal Types,DecalTypes,Manages decal type settings for placing images on surfaces,TRUE,FALSE,FALSE,
Decrease Walk Speed,DecreaseWalkSpeed,Decreases the walking speed in walkthrough mode,TRUE,FALSE,FALSE,ID_NAVWHEEL_DECREASEWALKSPEED
Default 3D View,Default3DView,Opens or creates the default 3D orthographic view,TRUE,TRUE,FALSE,ID_VIEW_DEFAULT_3DVIEW
Delete,Delete,Removes selected elements from the building model,TRUE,TRUE,TRUE,ID_BUTTON_DELETE
Delete Energy Model,DeleteEnergyModel,Deletes the energy analytical model,TRUE,FALSE,FALSE,
Delete Inner Segment,DeleteInnerSegment,Deletes the inner segment of a split wall or line,TRUE,FALSE,FALSE,ID_DEL_INNER_SEG
Delete Rows,DeleteRows,Deletes selected rows from a schedule,TRUE,FALSE,FALSE,ID_DELETE_ROWS
Delete Spline Control,DeleteSplineControl,Removes a control point from a spline curve,TRUE,FALSE,FALSE,IDC_SPLINE_DELETE_CONTROL
Delete Unused Families and Symbols,DeleteUnusedFamiliesSymbols,Removes all unused families and types from the project,TRUE,TRUE,FALSE,ID_DELETE_UNUSED_FAMS_AND_SYMBOLS
Demand Factors,DemandFactors,Configures electrical demand factor settings,TRUE,FALSE,FALSE,
Demolish,Demolish,Marks selected elements as demolished in a demolition phase,TRUE,TRUE,TRUE,ID_DEMOLISH
Design Options,DesignOptions,Manages design options and option sets,TRUE,TRUE,FALSE,ID_DESIGN_OPTIONS
Detail Component,DetailComponent,Places a 2D detail component in a view,TRUE,TRUE,FALSE,ID_DETAIL_COMPONENT
Detail Level,DetailLevel,Sets the detail level (coarse; medium; fine) of the current view,TRUE,TRUE,FALSE,ID_DETAIL_LEVEL
Detail Line,DetailLine,Draws a view-specific detail line,TRUE,TRUE,FALSE,ID_OBJECTS_DETAIL_CURVES
Diameter Dimension,DiameterDimension,Places a dimension measuring the diameter of a circular element,TRUE,TRUE,FALSE,
Diameter Dimension Types,DiameterDimensionTypes,Manages diameter dimension type settings,TRUE,FALSE,FALSE,
Dimension Options,DimensionOptions,Opens the dimension editing options panel,TRUE,TRUE,FALSE,ID_DIM_OPTIONS
Disallow Wall Join,DisallowWallJoin,Prevents walls from automatically joining at their ends,TRUE,FALSE,TRUE,IDC_WALL_END_NOTJOINABLE
Displace Elements,DisplaceElements,Creates a displacement set for exploded view visualization,TRUE,FALSE,TRUE,
Distribute Horizontally,DistributeHorizontally,Evenly distributes selected elements horizontally,TRUE,FALSE,FALSE,ID_TEXTNOTE_HOR_DISTRIBUTE
Distribute Vertically,DistributeVertically,Evenly distributes selected elements vertically,TRUE,FALSE,FALSE,ID_TEXTNOTE_VERT_DISTRIBUTE
Door,Door,Places a door in a wall,TRUE,TRUE,FALSE,ID_OBJECTS_DOOR
Dormer Opening,DormerOpening,Creates a dormer opening in a roof element,TRUE,TRUE,TRUE,
Double Horizontal Arrow,DoubleHorizontalArrow,Selects the double horizontal arrow cursor mode,TRUE,FALSE,FALSE,ID_RADIO_HOR_ARROW2
Double Vertical Arrow,DoubleVerticalArrow,Selects the double vertical arrow cursor mode,TRUE,FALSE,FALSE,ID_RADIO_VER_ARROW2
Drafting View,DraftingView,Creates a new drafting view for 2D detailing,TRUE,TRUE,FALSE,ID_VIEW_NEW_DRAFTING
Drag Elements on Selection,DragElementsOnSelection,Toggles whether elements can be dragged when selected,TRUE,TRUE,FALSE,ID_TOGGLE_ALLOW_DRAG_ON_SELECTION
Draw on Face,DrawOnFace,Sets the drawing plane to a selected face,TRUE,FALSE,FALSE,IDC_DRAW_ON_FACE
Draw on Work Plane,DrawOnWorkPlane,Sets the drawing plane to the active work plane,TRUE,FALSE,FALSE,IDC_DRAW_ON_WORKPLANE
Duct,Duct,Places a duct element in the HVAC system,TRUE,TRUE,FALSE,ID_RBS_DUCT
Duct Accessory,DuctAccessory,Places a duct accessory such as a damper or louver,TRUE,TRUE,FALSE,ID_RBS_DUCT_ACCESSORY
Duct Connector,DuctConnector,Places a connector on a duct family,TRUE,FALSE,FALSE,
Duct Fitting,DuctFitting,Places a fitting on a duct run,TRUE,TRUE,FALSE,ID_RBS_DUCT_FITTING
Duct Legend,DuctLegend,Manages duct legend settings for documentation,TRUE,FALSE,FALSE,
Duct Placeholder,DuctPlaceholder,Places a duct placeholder for schematic layouts,TRUE,TRUE,FALSE,
Duct Pressure Loss Report,DuctPressureLossReport,Generates a pressure loss report for duct systems,TRUE,FALSE,FALSE,
Duplicate as Dependent,DuplicateAsDependent,Duplicates the current view as a dependent view,TRUE,TRUE,FALSE,
Duplicate Sheet with Views,DuplicateSheetWithViews,Duplicates a sheet along with all placed views,TRUE,TRUE,FALSE,ID_DUPLICATE_SHEET_WITH_VIEWS
Duplicate View,DuplicateView,Duplicates the current view without detailing elements,TRUE,TRUE,FALSE,
Duplicate with Detailing,DuplicateWithDetailing,Duplicates the current view including all detailing elements,TRUE,TRUE,FALSE,
DWF Markup,DWFMarkup,Links a DWF markup file for review,TRUE,FALSE,FALSE,
Dynamo,Dynamo,Opens the Dynamo visual programming environment,TRUE,TRUE,FALSE,ID_VISUAL_PROGRAMMING_DYNAMO
Dynamo Player,DynamoPlayer,Opens the Dynamo Player to run Dynamo scripts,TRUE,TRUE,FALSE,ID_DYNAMO_PLAYER
Dynamo Player for Steel,DynamoPlayerForSteel,Opens the Dynamo Player with steel-specific scripts,TRUE,TRUE,FALSE,
Edit a Template,EditATemplate,Opens a view template for editing,TRUE,FALSE,FALSE,
Edit Bend Profile Sketch,EditBendProfileSketch,Edits the bend profile sketch of a rebar shape,TRUE,FALSE,FALSE,ID_EDIT_SKETCH_BENDPROFILE
Edit Group,EditGroup,Opens a group for editing its members,TRUE,TRUE,TRUE,ID_EDITGROUP_GROUP_EDIT
Edit Layer Profile,EditLayerProfile,Edits the layer profile of a compound wall or floor,TRUE,FALSE,FALSE,ID_EDIT_LAYER_SKETCH
Edit Profile,EditProfile,Edits the elevation profile of a wall or other element,TRUE,TRUE,TRUE,ID_EDIT_ELEVATION_SKETCH
Edit Railing Joins,EditRailingJoins,Edits the join conditions between railing segments,TRUE,FALSE,FALSE,ID_RAILING_EDIT_JOINS
Edit Rebar Cover,EditRebarCover,Edits the concrete cover distance for reinforcement,TRUE,TRUE,TRUE,
Edit Selection,EditSelection,Modifies the current element selection,TRUE,TRUE,TRUE,
Edit Sketch,EditSketch,Edits the sketch of a sketch-based element,TRUE,TRUE,TRUE,ID_EDIT_SKETCH
Edit Stairs,EditStairs,Opens stairs for component editing,TRUE,FALSE,TRUE,ID_EXIT_PICK_LEVELS_EDITOR
Edit Surface Boundary,EditSurfaceBoundary,Edits the boundary sketch of a toposolid surface,TRUE,FALSE,FALSE,ID_SURFACE_EDIT_SKETCH
Edit Witness Lines,EditWitnessLines,Edits dimension witness lines by adding or removing references,TRUE,FALSE,FALSE,IDC_EDIT_WITNESS_REFS
Editing Requests,EditingRequests,Shows pending editing requests in a workshared project,TRUE,FALSE,FALSE,
Electrical Analytical Load Type Settings,ElectricalAnalyticalLoadTypeSettings,Configures electrical analytical load type parameters,TRUE,FALSE,FALSE,
Electrical Connector,ElectricalConnector,Places an electrical connector on a family,TRUE,FALSE,FALSE,
Electrical Equipment,ElectricalEquipment,Places electrical equipment such as panels and switchboards,TRUE,TRUE,FALSE,ID_ELECTRICAL_EQUIPMENT
Electrical Fixture,ElectricalFixture,Places an electrical fixture such as outlets and switches,TRUE,TRUE,FALSE,ID_ELECTRICAL_FIXTURE
Electrical Settings,ElectricalSettings,Configures electrical system settings and parameters,TRUE,FALSE,FALSE,
Element Count,ElementCount,Displays the total count of elements in the model,TRUE,FALSE,FALSE,ID_HVE_ELEMENT_COUNT
Element Count of Categories,ElementCountOfCategories,Displays element counts grouped by category,TRUE,FALSE,FALSE,ID_HVE_ELEMENT_COUNT_CATEGORIES
Element Keynote,ElementKeynote,Places a keynote tag that references an element type,TRUE,TRUE,TRUE,ID_KEYNOTE_ELEMENT
Element Size,ElementSize,Displays the memory size of selected elements,TRUE,FALSE,FALSE,ID_HVE_ELEMENT_SIZE
Elevation Tags,ElevationTags,Manages elevation tag annotation styles,TRUE,FALSE,FALSE,
Ellipse,Ellipse,Draws an ellipse shape in sketch mode,TRUE,FALSE,FALSE,ID_OBJECTS_CURVE_ELLIPSE
Ellipse (Radio),EllipseRadio,Selects ellipse as the active drawing tool,TRUE,FALSE,FALSE,IDC_RADIO_FULL_ELLIPSE
Enable Raster Image Snaps,EnableRasterImageSnaps,Enables snapping to raster image points,TRUE,FALSE,FALSE,ID_ENABLE_RASTER_IMAGE_SNAPS
Enable Temporary View Properties,EnableTemporaryViewProperties,Enables temporary view property overrides for the current view,TRUE,TRUE,FALSE,ID_ENABLE_TEMPORARY_VIEW_PROPERTIES
Energy Settings,EnergySettings,Configures energy analysis settings,TRUE,FALSE,FALSE,
Equipment Load,EquipmentLoad,Places an electrical equipment load in the model,TRUE,TRUE,FALSE,
Excavate Toposolid,ExcavateToposolid,Creates an excavation in a toposolid element,TRUE,TRUE,TRUE,ID_TOPOSOLID_EXCAVATION
Exclude Group Members,ExcludeGroupMembers,Excludes selected members from a group instance,TRUE,TRUE,TRUE,ID_EXCLUDE_GROUP_MEMBERS
Exit Revit,ExitRevit,Closes the Revit application,FALSE,FALSE,FALSE,ID_APP_EXIT
Export Building Site,ExportBuildingSite,Exports building site data for external use,TRUE,TRUE,FALSE,
Export CAD - ACIS/SAT,ExportCADFormatsACIS_SAT,Exports the model to ACIS SAT format,TRUE,TRUE,FALSE,
Export CAD - DGN,ExportCADFormatsDGN,Exports the model to MicroStation DGN format,TRUE,TRUE,FALSE,ID_EXPORT_DGN
Export CAD - DWG,ExportCADFormatsDWG,Exports the model to AutoCAD DWG format,TRUE,TRUE,FALSE,ID_EXPORT_DWG
Export CAD - DXF,ExportCADFormatsDXF,Exports the model to AutoCAD DXF format,TRUE,TRUE,FALSE,ID_EXPORT_DXF
Export CAD - OBJ,ExportCADFormatsOBJ,Exports the model to Wavefront OBJ format,TRUE,TRUE,FALSE,ID_EXPORT_OBJ
Export CAD - STL,ExportCADFormatsSTL,Exports the model to STL format for 3D printing,TRUE,TRUE,FALSE,ID_EXPORT_STL
Export DWF/DWFx,ExportDWFOrDWFx,Exports the model to DWF or DWFx format,TRUE,TRUE,FALSE,ID_EXPORT_DWF
Export Fabrication Data,ExportFabricationData,Exports fabrication element data for manufacturing,TRUE,TRUE,FALSE,ID_FABRICATION_RUN_EXPORT_DATA
Export Fabrication PCF,ExportFabricationPCF,Exports fabrication data in PCF (Piping Component File) format,TRUE,TRUE,FALSE,ID_EXPORT_FABRICATION_PCF
Export Family Types,ExportFamilyTypes,Exports family type parameters to a text file,TRUE,TRUE,FALSE,ID_EXPORT_FAM_TYPES
Export Family Types to TXT,ExportFamilyTypesToTXT,Exports family types to a TXT file from the family editor,TRUE,TRUE,FALSE,ID_FAMILY_EXPORT_TO_TXT_FILE
Export FBX,ExportFBX,Exports the model to Autodesk FBX format,TRUE,TRUE,FALSE,ID_EXPORT_FBX
Export gbXML,ExportGBXML,Exports the energy model to gbXML format,TRUE,TRUE,FALSE,ID_EXPORT_GBXML
Export IFC,ExportIFC,Exports the model to Industry Foundation Classes (IFC) format,TRUE,TRUE,FALSE,ID_EXPORT_IFC
Export Image,ExportImagesandAnimationsImage,Exports the current view as an image file,TRUE,TRUE,FALSE,ID_FILE_PRINT_TO_IMAGE
Export Job File,ExportJobFile,Exports a fabrication job file for manufacturing,TRUE,TRUE,FALSE,ID_EXPORT_FAB_MAJ
Export Mass Model gbXML,ExportMassModelGBXML,Exports the conceptual mass energy model to gbXML format,TRUE,TRUE,FALSE,
Export ODBC Database,ExportODBCDatabase,Exports model data to an ODBC database,TRUE,TRUE,FALSE,
Export Options - IFC,ExportOptionsIFCOptions,Configures IFC export options and settings,TRUE,TRUE,FALSE,
Export PDF,ExportPDF,Exports views and sheets to PDF format,TRUE,TRUE,FALSE,ID_EXPORT_PDF
Export Room/Area Report,ExportReportsRoomOrAreaReport,Exports a room or area report to a file,TRUE,TRUE,FALSE,ID_ROOM_AREA_REPORT
Export Schedule Report,ExportReportsSchedule,Exports a schedule view to a delimited text file,TRUE,TRUE,FALSE,ID_FILE_EXPORT_SCHEDULE
Export Setup - DGN,ExportOptionsExportSetupsDGN,Configures DGN export setup options,TRUE,TRUE,FALSE,ID_SETTINGS_EXPORT_SETUPS_DGN
Export Setup - DWG/DXF,ExportOptionsExportSetupsDWGOrDXF,Configures DWG and DXF export setup options,TRUE,TRUE,FALSE,ID_SETTINGS_EXPORT_SETUPS_DWGDXF
Export Solar Study,ExportImagesandAnimationsSolarStudy,Exports a solar study animation to a video file,TRUE,TRUE,FALSE,
Export Template Information,ExportTemplateInformation,Exports template configuration data to a file,TRUE,TRUE,FALSE,ID_EXPORT_TEMPLATE_INFORMATION
Export Types,ExportExportTypes,Manages export type configurations,TRUE,TRUE,FALSE,
Export Walkthrough,ExportImagesandAnimationsWalkthrough,Exports a walkthrough animation to a video file,TRUE,TRUE,FALSE,ID_RM_ANIMATION
Fabric Reinforcement Symbol,FabricReinforcementSymbol,Manages fabric reinforcement annotation symbols,TRUE,FALSE,FALSE,
Fabrication About,FabricationAbout,Displays version information about the fabrication module,TRUE,FALSE,FALSE,ID_FABRICATION_ABOUT
Fabrication Part,FabricationPart,Places a fabrication part from the catalog,TRUE,TRUE,TRUE,
Fabrication Settings,FabricationSettings,Opens fabrication configuration and settings,TRUE,TRUE,FALSE,ID_FABRICATION_SETTINGS
Family Category and Parameters,FamilyCategoryAndParameters,Assigns the family category and configures shared parameters,TRUE,FALSE,FALSE,ID_OBJECTS_FAMILYHOST
Family Delete,FamilyDelete,Deletes selected elements within the family editor,TRUE,FALSE,FALSE,ID_FAMILY_DELETE
Family Types,FamilyTypes,Opens the family types dialog to manage type parameters,TRUE,FALSE,FALSE,ID_FAMILY_TYPE
Family Types Dialog,FamilyTypesDialog,Opens the expanded family types dialog,TRUE,FALSE,FALSE,ID_FAMILY_TYPE_2
Fascia,Fascia,Creates a fascia element along a roof edge,TRUE,TRUE,FALSE,ID_CREATE_FASCIA_TB
Fill Patterns,FillPatterns,Manages fill pattern definitions for materials and regions,TRUE,TRUE,FALSE,ID_SETTINGS_FILLPATTERNS
Filled Region,FilledRegion,Creates a filled region with a specified pattern in a view,TRUE,TRUE,FALSE,ID_OBJECTS_FILLED_REGION
Filter Loaded Addins,FilterLoadedAddins,Filters which add-ins are loaded in Revit,TRUE,TRUE,FALSE,ID_FILTER_LOADED_ADDINS
Filter MEP Components,FilterMEPComponents,Filters MEP components in the current selection,TRUE,FALSE,FALSE,ID_FILTER_MEPCOMPONENTS
Filter Selection,FilterSelection,Filters the current selection by category or other criteria,TRUE,FALSE,TRUE,ID_BTN_FILTER_SELECTION
Filters,Filters,Manages view filters for controlling element visibility,TRUE,TRUE,FALSE,ID_VIEW_FILTERS
Finalize Selected Elements,FinalizeSelectedElements,Finalizes selected elements to prevent further changes,TRUE,FALSE,FALSE,ID_FINALIZE_SELECTED_ELEMENTS
Find in Project Browser,FindInProjectBrowser,Locates the selected element in the Project Browser,TRUE,FALSE,TRUE,ID_FIND_IN_PROJECT_BROWSER
Find Referring Views,FindReferringViews,Finds views that reference or display the selected element,TRUE,FALSE,TRUE,ID_FIND_VIEW_GENERATOR
Find/Replace,FindOrReplace,Finds and replaces text in text notes and annotations,TRUE,FALSE,FALSE,ID_FIND_REPLACE
Finish Analytical Automation,AnalyticalFinish,Completes the analytical automation operation and applies changes,TRUE,FALSE,FALSE,ID_ANALYTICAL_AUTOMATION_EDIT_MODE_FINISH
Finish Analytical Relation,FinishAnalyticalRelation,Completes the analytical relation editing session,TRUE,FALSE,FALSE,ID_ANALYTICAL_RELATIONSHIP_EDIT_MODE_FINISH
Finish Area Load Dividing,FinishAreaLoadDividing,Completes the area load dividing operation,TRUE,FALSE,FALSE,ID_RBS_FINISH_AREA_BASED_LOAD_DIVIDE_MODE
Finish Displacement Edit,FinishDisplacementEdit,Completes the displacement set editing and applies changes,TRUE,FALSE,FALSE,ID_DISPLACEMENT_FINISH_EDIT
Finish Edit Mode,FinishEditMode,Completes the current sketch or edit mode and applies changes,TRUE,FALSE,FALSE,ID_FINISH_SKETCH
Finish Group Edit,FinishGroupEdit,Completes group editing and saves changes,TRUE,FALSE,FALSE,ID_FINISH_GROUP_EDIT_MODE
Finish Level Landings Edit,FinishLevelLandingsEdit,Completes level landings editing and saves changes,TRUE,FALSE,FALSE,ID_FINISH_LEVEL_LANDINGS_EDIT
Finish Light Group Edit,FinishLightGroupEdit,Completes light group editing and saves changes,TRUE,FALSE,FALSE,ID_FINISH_LIGHT_GROUP_EDIT
Finish Paste,FinishPaste,Completes the paste operation,TRUE,FALSE,FALSE,ID_FINISH_PASTE
Finish Paste Edit Mode,FinishPasteEditMode,Completes the paste edit mode and applies changes,TRUE,FALSE,FALSE,ID_FINISH_PASTE_EDIT_MODE
Finish Profile Edit Mode,FinishProfileEditMode,Completes profile editing and applies changes,TRUE,FALSE,FALSE,ID_FINISH_SKETCH_PROFILE
Finish Rebar Edit,FinishRebarEdit,Completes the rebar editing session and applies changes,TRUE,FALSE,FALSE,ID_REBAR_FINISH_EDIT_BARS
Finish Splice Rebar,FinishSpliceRebar,Completes the rebar splice operation,TRUE,FALSE,FALSE,ID_SPLICE_REBAR_FINISH
Finish Stairs Edit Mode,FinishStairsEditMode,Completes stairs editing and applies changes,TRUE,FALSE,FALSE,ID_STAIRSEDITMODE_FINISH
Finish Walkthrough,FinishWalkthrough,Completes the walkthrough path creation,TRUE,FALSE,FALSE,ID_CANCEL_EDITOR
Fire Alarm,FireAlarm,Places a fire alarm device in the building model,TRUE,TRUE,FALSE,
Fit to Window,FitToWindow,Zooms the view to fit all visible elements in the window,TRUE,FALSE,FALSE,ID_NAVWHEEL_FITTOWINDOW
Flex Duct,FlexDuct,Places a flexible duct element in the HVAC system,TRUE,TRUE,FALSE,
Flex Pipe,FlexPipe,Places a flexible pipe element in the plumbing system,TRUE,TRUE,FALSE,
Flip Rebar Set,FlipRebarSet,Flips the distribution direction of a rebar set,TRUE,TRUE,TRUE,ID_FLIP_REBAR_SET
Flip Stairs Direction,FlipStairsDirection,Reverses the up direction of a stair element,TRUE,TRUE,TRUE,ID_FLIP_STAIRS_DIRECTION
Flip X Axis,FlipXAxis,Flips the local X axis of an analytical member,TRUE,TRUE,TRUE,ID_FLIP_ANALYTICAL_MEMBER
Floor by Face,FloorByFaceFloor,Creates a floor by selecting a mass or generic model face,TRUE,TRUE,FALSE,ID_FLOOR_BY_FACE
Floor Plan,FloorPlan,Creates a new floor plan view,TRUE,TRUE,FALSE,ID_VIEW_NEW_FLOORPLAN
Fly Mode (3D Mouse),FlyMode3DMouse,Activates fly navigation mode with a 3D mouse,TRUE,FALSE,FALSE,ID_NAVBAR_3DCONTROLLER_FLY
Form Work Plane View,FormWorkPlaneView,Creates a view of the work plane for a form,TRUE,FALSE,FALSE,
Framing Elevation,FramingElevation,Creates an elevation view oriented to a structural framing element,TRUE,TRUE,FALSE,ID_VIEW_NEW_FRAMING_ELEVATION
Full Navigation Wheel,FullNavigationWheel,Displays the full navigation wheel for 3D navigation,TRUE,FALSE,FALSE,ID_NAVWHEEL_FULL_WHEEL
Full Regeneration,FullRegeneration,Forces a full regeneration of all elements in the model,TRUE,FALSE,FALSE,ID_REGEN_ALL
Generate,Generate,Generates content based on current settings,TRUE,FALSE,FALSE,
Generate Analysis,GenerateAnalysis,Generates analytical results for the current model,TRUE,FALSE,FALSE,
Global Parameters,GlobalParameters,Manages global parameters that can drive dimensions and properties,TRUE,TRUE,FALSE,
Graded Region,GradedRegion,Creates a graded region on a toposolid surface,TRUE,TRUE,FALSE,ID_SITE_GRADE
Graphical Column Schedule,GraphicalColumnSchedule,Creates a graphical column schedule view,TRUE,TRUE,FALSE,
Gray Inactive Worksets,GrayInactiveWorksets,Displays inactive workset elements in gray,TRUE,TRUE,FALSE,
Grid,Grid,Places a column grid line in the building model,TRUE,TRUE,FALSE,ID_OBJECTS_GRID
Grid Arc Center-Ends,GridArcCenterEnds,Creates an arc-shaped grid line by center and end points,TRUE,FALSE,FALSE,ID_GRID_ARC_CENTER_ENDS
Grid Arc Start-End-Radius,GridArcStartEndRadius,Creates an arc-shaped grid line by three points,TRUE,FALSE,FALSE,ID_GRID_ARC_THREE_PNT
Guide Grid,GuideGrid,Creates a guide grid for aligning views on sheets,TRUE,FALSE,FALSE,
Gutter,Gutter,Creates a gutter element along a roof edge,TRUE,TRUE,FALSE,ID_CREATE_GUTTER_TB
Halftone/Underlay,HalftoneOrUnderlay,Configures halftone and underlay display settings,TRUE,FALSE,FALSE,
Heating and Cooling Loads,HeatingAndCoolingLoads,Calculates heating and cooling loads for the building,TRUE,FALSE,FALSE,
Hidden Line,HiddenLine,Sets the view visual style to hidden line mode,TRUE,TRUE,FALSE,ID_IMAGE_HIDDENLINE
Hide Boundary Open Ends,HideBoundaryOpenEnds,Hides the open end indicators of room boundaries,TRUE,FALSE,FALSE,
Hide Category,HideCategory,Temporarily hides elements of the selected category in the view,TRUE,TRUE,TRUE,ID_TEMPHIDE_HIDE_CATEGORY
Hide Columns,HideColumns,Hides selected columns in a schedule view,TRUE,FALSE,FALSE,ID_HIDE_COLUMNS
Hide Element,HideElement,Temporarily hides the selected element in the view,TRUE,TRUE,TRUE,ID_TEMPHIDE_HIDE
Hide Elements,HideElements,Temporarily hides selected elements in the view,TRUE,TRUE,TRUE,ID_TEMPHIDE_HIDE_ELEMENT
Holes,Holes,Creates holes in steel structural elements,TRUE,TRUE,TRUE,
HTML View Element Initialize,HTMLViewElementInit,Initializes the HTML view element for web content display,TRUE,FALSE,FALSE,ID_HTML_VIEW_ELEMENT_INIT
IDs of Selection,IdsOfSelection,Displays the element IDs of the current selection,TRUE,FALSE,TRUE,ID_IDS_OF_SELECTION
Import CAD,ImportCAD,Imports a CAD file (DWG; DXF; DGN; SAT) into the project,TRUE,TRUE,FALSE,ID_IMPORT_CAD
Import Family Types,ImportFamilyTypes,Imports family type parameters from a text file,TRUE,TRUE,FALSE,ID_IMPORT_FAM_TYPES
Import Family Types from TXT,ImportFamilyTypesFromTXT,Imports family types from a TXT file in the family editor,TRUE,TRUE,FALSE,ID_FAMILY_IMPORT_FROM_TXT_FILE
Import gbXML,ImportGBXML,Imports an energy model from a gbXML file,TRUE,TRUE,FALSE,ID_IMPORT_GBXML
Import Image,ImportImage,Imports a raster image file into the current view,TRUE,TRUE,FALSE,
Import PDF,ImportPDF,Imports a PDF file into the current view,TRUE,TRUE,FALSE,
Import Types,ImportTypes,Imports type definitions from an external file,TRUE,TRUE,FALSE,
Increase Walk Speed,IncreaseWalkSpeed,Increases the walking speed in walkthrough mode,TRUE,FALSE,FALSE,ID_NAVWHEEL_INCREASEWALKSPEED
Inherit Elevation,InheritElevation,Inherits the elevation from an adjacent duct or pipe,TRUE,FALSE,FALSE,ID_RBS_BTNINHERITELEVATION
Inherit Size,InheritSize,Inherits the size from an adjacent duct or pipe,TRUE,FALSE,FALSE,ID_RBS_BTNINHERITSIZE
In-Place Mass,InPlaceMass,Creates an in-place conceptual mass element,TRUE,TRUE,FALSE,
In-Place Wall,InPlaceWall,Creates an in-place wall using the family editor,TRUE,TRUE,FALSE,ID_INPLACE_WALL
Inscribed Polygon (Radio),InscribedPolygonRadio,Selects inscribed polygon as the active drawing tool,TRUE,FALSE,FALSE,IDC_RADIO_INSCRIBED_POLYGON
Insert 2D Elements from File,Insert2DElementsFromFile,Inserts 2D drafting elements from another Revit file,TRUE,TRUE,FALSE,
Insert 3D from File,Insert3DFromFile,Inserts 3D elements from another Revit file,TRUE,TRUE,FALSE,ID_INSERT_3D_ELEMENTS_FROM_FILE
Insert Coupler,InsertCoupler,Inserts a mechanical coupler on a rebar element,TRUE,TRUE,TRUE,
Insert Data Row,InsertDataRow,Inserts a new data row in a schedule,TRUE,FALSE,FALSE,ID_INSERT_ROW
Insert Part,InsertPart,Inserts a fabrication part into an existing run,TRUE,FALSE,FALSE,ID_FABRICATION_PART_INSERT
Insert Views from File,InsertViewsFromFile,Inserts views from another Revit file into the project,TRUE,TRUE,FALSE,
Instance Properties,InstanceProperties,Displays and edits properties for the selected element instance,TRUE,FALSE,FALSE,ID_EDIT
Insulation,Insulation,Adds insulation to duct or pipe elements,TRUE,TRUE,FALSE,ID_OBJECTS_INSULATION
Isolate Category,IsolateCategory,Temporarily isolates elements of the selected category in the view,TRUE,TRUE,TRUE,ID_TEMPHIDE_ISOLATECAT
Isolate Element,IsolateElement,Temporarily isolates the selected element in the view,TRUE,TRUE,TRUE,ID_TEMPHIDE_ISOLATE
Isolate in Room Schedule,IsolateInRoomSchedule,Isolates rooms in a schedule based on selection,TRUE,FALSE,FALSE,ID_ROOM_SCHEDULE_FILTER_ISOLATE
Isolated,Isolated,Creates a new isolated 3D view,TRUE,FALSE,FALSE,ID_VIEW_NEW_3DVIEW
Join Geometry,JoinGeometry,Joins the geometry of two overlapping elements,TRUE,TRUE,TRUE,
Join/Unjoin Roof,JoinOrUnjoinRoof,Joins or unjoins a roof element with walls,TRUE,TRUE,TRUE,
Keyboard Shortcuts,KeyboardShortcuts,Opens the keyboard shortcuts configuration dialog,TRUE,FALSE,FALSE,ID_KEYBOARD_SHORTCUT_DIALOG
Keynote Legend,KeynoteLegend,Creates a keynote legend view showing all keynotes used,TRUE,TRUE,FALSE,
Keynoting Settings,KeynotingSettings,Configures keynote file and numbering settings,TRUE,TRUE,FALSE,ID_SETTINGS_KEYNOTING
Label,Label,Places a label parameter in a family or annotation,TRUE,FALSE,FALSE,ID_OBJECTS_TAG_NOTE
Label Contours,LabelContours,Adds elevation labels to toposolid contour lines,TRUE,FALSE,FALSE,ID_SITE_LABEL_CONTOURS
Layer Auto Butt Join,LayerAutoButtJoin,Sets automatic butt join behavior for wall layers,TRUE,FALSE,FALSE,ID_LAYER_AUTO_BUTT_JOIN
Layer Auto Miter Join,LayerAutoMiterJoin,Sets automatic miter join behavior for wall layers,TRUE,FALSE,FALSE,ID_LAYER_AUTO_MITER_JOIN
Layer Butt Join by Face,LayerButtJoinByFace,Creates a butt join at wall layers by picking a face,TRUE,FALSE,FALSE,ID_LAYER_BUTT_JOIN
Layer Miter Join by Face,LayerMiterJoinByFace,Creates a miter join at wall layers by picking a face,TRUE,FALSE,FALSE,ID_LAYER_MITER_JOIN
Legend,Legend,Creates a new legend view for symbol documentation,TRUE,TRUE,FALSE,ID_VIEW_NEW_LEGEND
Legend Component,LegendComponent,Places a legend component in a legend view,TRUE,TRUE,FALSE,ID_OBJECTS_LEGEND_COMPONENT
Level,Level,Creates a level line that defines a building story,TRUE,TRUE,FALSE,ID_OBJECTS_LEVEL
Light Source Definition,LightSourceDefinition,Defines light source properties for a lighting family,TRUE,FALSE,FALSE,ID_LIGHTSOURCE_DEFINITION
Lighting,Lighting,Opens lighting analysis settings,TRUE,FALSE,FALSE,
Lighting Fixture,LightingFixture,Places a lighting fixture in the building model,TRUE,TRUE,FALSE,ID_LIGHTING_FIXTURE
Line,Line,Draws a straight line in sketch mode,TRUE,FALSE,FALSE,ID_OBJECTS_CURVE_LINE
Line (Radio),LineRadio,Selects line as the active drawing tool,TRUE,FALSE,FALSE,IDC_RADIO_LINE
